Word,中文,詞性,例句,中文說明,EN,US
rope,粗繩;纜繩;繩索,noun,A sailor threw a rope ashore and we tied the boat to a post.,一個水手將一條纜繩扔到岸上，於是我們把船拴到了一根柱子上。,/rəʊp/,/rəʊp/
rough,高低不平的；崎嶇的；難行的,adjective,"It was a rough mountain road, full of stones and huge holes.",那是一條崎嶇的山道，滿是石頭和巨大的坑窪。,/rʌf/,/rʌf/
roughly,大致地，近似地，粗略地,adverb,There has been an increase of roughly 2.25 million.,大概增長了225萬。,/ˈrʌfli/,/ˈrʌfli/
round,圍繞;環繞;繞過,preposition,The moon goes round the earth.,月球圍繞地球轉。,/raʊnd/,/raʊnd/
rounded,圓形的;弧形的,adjective,The little boy stared at the pregnant woman's rounded belly.,小男孩盯著那個孕婦滾圓的大肚子看。,/ˈraʊndɪd/,/ˈraʊndɪd/
route,路線；路途；航線,noun,The route we had planned took us right across Greece.,我們計劃走的路線正好穿過希臘。,/ruːt/,/ruːt/
routine,慣例，常規；例行公事,noun,There's no set/fixed routine at work - every day is different.,工作內容不固定——每天都不同。,/ruːˈtiːn/,/ruːˈtiːn/
royal,國王的;女王的;王室的,adjective,the royal family,王室,/ˈrɔɪəl/,/ˈrɔɪəl/
rub,擦；摩擦；搓；揉搓,verb,She yawned and rubbed her eyes sleepily.,她打著哈欠睡意朦朧地揉著眼睛。,/rʌb/,/rʌb/
rubber,橡膠;合成橡膠,noun,Tyres are almost always made of rubber.,幾乎所有輪胎都是用橡膠製成的。,/ˈrʌbə(r)/,/ˈrʌbər/
rubbish,垃圾;廢棄物,noun,I forgot to put the rubbish out this morning.,我今天早晨忘了把垃圾拿出去讓人收走。,/ˈrʌbɪʃ/,/ˈrʌbɪʃ/
rude,不禮貌的;粗魯的，粗野的;討厭的,adjective,He's a very rude man.,他這人很粗魯。,/ruːd/,/ruːd/
rudely,不禮貌地;粗魯地,adverb,She rudely interrupted my speech.,她粗魯地打斷了我的話。,/ˈruːdli/,/ˈruːdli/
ruin,（完全）毀掉，毀壞；破壞；糟踏,verb,Huge modern hotels have ruined this once unspoilt coastline.,龐然大物般的現代旅館已經完全毀掉了這片曾經如世外桃源般的海岸。,/ˈruːɪn/,/ˈruːɪn/
ruined,毀掉了的，毀滅了的，被破壞的,adjective,an ancient ruined castle,破敗不堪的古城堡,/ˈruːɪnd/,/ˈruːɪnd/
rule,規則;法則;規章;條例,noun,A referee must know all the rules of the game.,裁判一定要通曉比賽的所有規則。,/ruːl/,/ruːl/
rule out,把…排除在外;拒絕考慮,phrasal verb,The police haven't yet ruled out murder.,警察尚未排除謀殺的可能性。,,
ruler,統治者,noun,The country was without a ruler after the queen died.,女王死後，這個國家陷入了無人統治的狀態。,/ˈruːlə(r)/,/ˈruːlər/
rumour,流言;謠傳;傳聞,noun,Rumours are going round (the school) about Mr Mason and his assistant.,有關梅森先生和他助手的流言蜚語（在學校裡）滿天飛。,/ˈruːmə(r)/,/ˈruːmər/
run,跑，奔跑,verb,The children had to run to keep up with their father.,孩子們得一路跑著才能跟上他們的父親。,/rʌn/,/rʌn/
run after,追逐…;追趕…,phrasal verb,Why do dogs run after cats?,為甚麽狗看見貓就追？,,
run away,突然離開;逃離;逃走,phrasal verb,He ran away from home when he was only twelve.,他年僅12歲時就離家出走了。,,
runner,奔跑的人;（尤指）參加賽跑的人,noun,a long-distance runner,長跑運動員,/ˈrʌnə(r)/,/ˈrʌnər/
running,連續的；持續的,adjective,You've been late three days running.,你已經連續三天遲到了。,/ˈrʌnɪŋ/,/ˈrʌnɪŋ/
run out,用完;耗盡;賣光,phrasal verb,I've run out of milk/money/ideas/patience.,我的奶喝完了／我的錢花光了／我黔驢技窮了／我失去耐心了。,,
run over,（車）碾過，軋過，撞倒並碾軋,phrasal verb,I think we've just run a rabbit over.,恐怕我們剛才軋死了一隻兔子。,,
run through,（尤指快速）過目，瀏覽;檢查;處理,phrasal verb,"We ran through the list, but none of the machines seemed any good.",我們瀏覽了一下商品目錄，但那些機器好像都不太好。,,
rural,鄉村的，農村的;似鄉村的,adjective,The area is still very rural and undeveloped.,這個地區仍是一片鄉村景象，沒有被開發。,/ˈrʊərəl/,/ˈrʊrəl/
rush,（使）急速行進;（使）趕緊;（使）倉促行事;（使）急速做,verb,I've been rushing (about/around) all day trying to get everything done.,我忙了整整一天，想把所有的事情都做完。,/rʌʃ/,/rʌʃ/
