Word,中文,詞性,例句,中文說明,EN,US
turn to,（使）轉動;（使）旋轉,verb,The earth turns on its axis once every 24 hours.,地球每24小時繞地軸自轉一周。,,
turn up,到達，來到;突然出現;不期而至,phrasal verb,Do you think many people will turn up?,你覺得會有很多人來嗎？,,
TV,電視（機）（television的縮寫）,noun,We ate in front of (= while watching) the TV.,我們邊吃飯邊看電視。,,
twelfth,第十二（的）,ordinal number,Our next meeting is on the twelfth (of May).,我們下一次會議是在（五月）十二日。,/twelfθ/,/twelfθ/
twelve,（數字）12,number,The cafeteria opens for lunch at twelve (o'clock).,餐廳十二點開門供應午餐。,/twelv/,/twelv/
twentieth,（數字）12,ordinal number,,,/ˈtwentiəθ/,/ˈtwentiəθ/
twenty,（數字）20,number,"nineteen, twenty, twenty-one",19，20，21,/ˈtwenti/,/ˈtwenti/
twice,兩次;兩倍,predeterminer,I've already asked him twice.,我已經問過他兩次了。,/twaɪs/,/twaɪs/
twin,雙胞胎之一,noun,My sister has twin sons.,我姐姐有對雙胞胎兒子。,/twɪn/,/twɪn/
twist,轉動，旋轉;纏繞，盤繞,verb,The path twists and turns for over a mile.,這條小路彎彎曲曲，長達一英里多。,/twɪst/,/twɪst/
twisted,扭曲的，變形的,adjective,a twisted tree trunk,扭曲的樹幹,/ˈtwɪstɪd/,/ˈtwɪstɪd/
two,（數字）2,number,They have two houses.,他們有兩幢房子。,/tuː/,/tuː/
type,類型；種類；品種,noun,There were so many different types of bread that I didn't know which to buy.,麵包種類繁多，我不知該買哪一種。,/taɪp/,/taɪp/
typical,典型的，有代表性的,adjective,I must look like the typical tourist with my shorts and my camera.,穿著短褲，帶著相機，我看上去一定像個典型遊客。,/ˈtɪpɪkl/,/ˈtɪpɪkl/
typically,典型地；有代表性地,adverb,She has that reserve and slight coldness of manner which is typically English.,她像典型的英國人那樣態度矜持，略顯冷淡。,/ˈtɪpɪkli/,/ˈtɪpɪkli/
tyre,輪胎,noun,I've got a flat tyre (= the air has gone out of it).,我的車胎沒氣了。,/ˈtaɪə(r)/,/ˈtaɪər/
