Word,中文,詞性,例句,中文說明,EN,US
drawer,抽屜,noun,I keep my socks in the bottom drawer.,我把襪子放在最下麵的抽屜裡。,/drɔː(r)/,/drɔːr/
drawing,繪畫;圖畫,noun,Rosie loves drawing.,羅西喜歡畫畫。,/ˈdrɔːɪŋ/,/ˈdrɔːɪŋ/
dream,夢，睡夢，夢境,noun,a good/bad dream,好／噩夢,/driːm/,/driːm/
dress,連衣裙,noun,a long/short dress,長／短裙,/dres/,/dres/
dressed,穿著衣服的,adjective,I usually get dressed before I eat breakfast.,我通常在早餐前穿好衣服。,/drest/,/drest/
dress up,穿正裝，盛裝,phrasal verb,You don't need to dress up to go to the mall - jeans and a T-shirt are fine.,去購物不必穿正裝——牛仔褲加短袖衫就可以了。,,
drink,飲料;一份（飲料）,noun,Would you like a drink of water/tea/juice?,你想喝點水／茶／果汁嗎？,/drɪŋk/,/drɪŋk/
drive,開（車），駕駛,verb,I'm learning to drive.,我在學開車。,/draɪv/,/draɪv/
drive off,驅車離去，駛離,phrasal verb,I got in the car and drove off.,我上車後把車開走了。,,
driver,司機,noun,a bus/lorry/truck/taxi driver,公車／卡車／計程車司機,/ˈdraɪvə(r)/,/ˈdraɪvər/
driving,駕駛的能力；駕駛的方式,noun,a driving lesson/school,駕駛課程／學校,/ˈdraɪvɪŋ/,/ˈdraɪvɪŋ/
drop,（使）落下，（使）掉下;丟下,verb,She dropped her keys.,她把鎖匙掉了。,/drɒp/,/drɑːp/
drop out,停止;退出;中斷,phrasal verb,He dropped out of the race after two laps.,在跑了兩圈後他退出了比賽。,,
drug,藥，藥物，藥品,noun,anti-cancer/fertility/pain-killing drugs,抗癌／治療不育症／止痛藥,/drʌɡ/,/drʌɡ/
drum,鼓,noun,a bass/snare/kettle drum,大／小／定音鼓,/drʌm/,/drʌm/
drunk,（drink的過去分詞）,verb,I got completely drunk at my sister's wedding.,我在姐姐的婚禮上喝得酩酊大醉。,/drʌŋk/,/drʌŋk/
dry,乾的，乾燥的,adjective,"I hung his wet trousers on the radiator, but they're not dry yet.",我把他的濕褲子掛在散熱器上了，但現在還沒乾呢。,/draɪ/,/draɪ/
dry off,（使）變乾;弄乾（尤指表面）,phrasal verb,I dried myself off and got dressed.,我擦乾身體穿上衣服。,,
dry up,擦乾（食具）,phrasal verb,"His main source of work had dried up, leaving him short of money.",他的主要訂單來源中斷了，造成他資金短缺。,,
due,預計的，預期的,adjective,What time is the next bus due?,下一班公車甚麽時候來？,/djuː/,/duː/
dull,枯燥的，乏味的，無趣的,adjective,"She wrote dull, respectable articles for the local newspaper.",她爲當地報紙寫一些乏味的官樣文章。,/dʌl/,/dʌl/
dump,扔下，丟下,verb,He came in with four shopping bags and dumped them on the table.,他進門後將手裡提著的四個購物袋往桌上一扔。,/dʌmp/,/dʌmp/
during,在…期間,preposition,They work during the night and sleep by day.,他們夜裡工作，白天睡覺。,/ˈdjʊərɪŋ/,/ˈdʊrɪŋ/
dust,灰塵;塵土;沙土,noun,The furniture was covered in dust and cobwebs.,傢俱上落滿了灰塵和蜘蛛網。,/dʌst/,/dʌst/
duty,責任；義務,noun,The duty of the agency is to act in the best interests of the child.,這個機構的責任就是爲孩子謀取最大利益。,/ˈdjuːti/,/ˈduːti/
DVD,DVD影碟（digital versatile disc 或 digital video disc的縮寫）,noun,"I got a DVD of ""Mary Poppins"" for Christmas.",我買了一張《歡樂滿人間》的DVD影碟，打算在聖誕節期間看。,,
dying,將死的，奄奄一息的，病入膏肓的,adjective,She nursed her dying husband for months.,她照料了病入膏肓的丈夫好幾個月。,/ˈdaɪɪŋ/,/ˈdaɪɪŋ/
